id,ndex,species,forme,dex1,dex2,type1_id,type2_id,ability1_id,ability2_id,hidden_ability_id,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percent_male,percent_female,egg_group1,egg_group2,image_url
268,268,Cascoon,Cascoon,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.","If it is attacked, CASCOON remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This POKéMON will also not forget the pain it endured.",12,,61,,,50,35,55,25,25,15,205,25.4,2.0,Cocoon Pokémon,0.5,0.5,Bug,,268.png
269,269,Dustox,Dustox,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.","When DUSTOX flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This POKéMON searches for food using its antennae like radar.",12,8,19,,14,60,50,70,50,90,65,385,69.7,3.0,Poison Moth Pokémon,0.5,0.5,Bug,,269.png
270,270,Lotad,Lotad,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.","LOTAD is said to have dwelled on land before. However, this POKéMON is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",3,5,33,44,20,40,30,30,40,50,30,220,5.7,1.0,Water Weed Pokémon,0.5,0.5,Water 1,Grass,270.png
271,271,Lombre,Lombre,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.","LOMBRE’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this POKéMON’s hands. LOMBRE is often mistaken for a human child.",3,5,33,44,20,60,50,50,60,70,50,340,71.6,3.0,Jolly Pokémon,0.5,0.5,Water 1,Grass,271.png
272,272,Ludicolo,Ludicolo,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.","Upon hearing an upbeat and cheerful rhythm, the cells in LUDICOLO’s body become very energetic and active. Even in battle, this POKéMON will exhibit an amazing amount of power.",3,5,33,44,20,80,70,70,90,100,70,480,121.3,4.0,Carefree Pokémon,0.5,0.5,Water 1,Grass,272.png
273,273,Seedot,Seedot,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",SEEDOT looks exactly like an acorn when it is dangling from a tree branch. It startles other POKéMON by suddenly moving. This POKéMON polishes its body once a day using leaves.,5,,34,48,124,40,40,50,30,30,30,220,8.8,1.0,Acorn Pokémon,0.5,0.5,Field,Grass,273.png
274,274,Nuzleaf,Nuzleaf,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,This POKéMON pulls out the leaf on its head and makes a flute with it. The sound of NUZLEAF’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,5,16,34,48,124,70,70,40,60,40,60,340,61.7,3.0,Wily Pokémon,0.5,0.5,Field,Grass,274.png
275,275,Shiftry,Shiftry,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,SHIFTRY’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This POKéMON chooses to live quietly deep in forests.,5,16,34,48,124,90,100,60,90,60,80,480,131.4,4.0,Wicked Pokémon,0.5,0.5,Field,Grass,275.png
276,276,Taillow,Taillow,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.","TAILLOW is young - it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This POKéMON feeds on WURMPLE that live in forests.",1,10,62,,113,40,55,30,30,30,85,270,5.1,1.0,Tiny Swallow Pokémon,0.5,0.5,Flying,,276.png
277,277,Swellow,Swellow,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.","SWELLOW is very conscientious about the upkeep of its glossy wings. Once two SWELLOW are gathered, they diligently take care of cleaning each other’s wings.",1,10,62,,113,60,85,60,75,50,125,455,43.7,2.0,Swallow Pokémon,0.5,0.5,Flying,,277.png
278,278,Wingull,Wingull,Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky.,"Fishermen keep an eye out for Wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish Pokémon.",3,10,51,93,44,40,30,30,55,30,85,270,20.9,2.0,Seagull Pokémon,0.5,0.5,Water 1,Flying,278.png
279,279,Pelipper,Pelipper,Its spacious beak is large enough for a small child to fit right inside.,Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest.,3,10,51,2,44,60,50,100,95,70,65,440,61.7,3.0,Water Bird Pokémon,0.5,0.5,Water 1,Flying,279.png
280,280,Ralts,Ralts,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.","RALTS has the ability to sense the emotions of people. If its TRAINER is in a cheerful mood, this POKéMON grows cheerful and joyous in the same way.",11,18,28,36,140,28,25,25,45,35,40,198,14.6,1.0,Feeling Pokémon,0.5,0.5,Amorphous,,280.png
281,281,Kirlia,Kirlia,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,"KIRLIA uses the horns on its head to amplify its psychokinetic power. When the POKéMON uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",11,18,28,36,140,38,35,35,65,55,50,278,44.5,2.0,Emotion Pokémon,0.5,0.5,Amorphous,,281.png
282,282,Gardevoir,Gardevoir,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",GARDEVOIR has the psychokinetic power to distort the dimensions and create a small black hole. This POKéMON will try to protect its TRAINER even at the risk of its own life.,11,18,28,36,140,68,65,65,125,115,80,518,106.7,5.0,Embrace Pokémon,0.5,0.5,Amorphous,,282.png
283,283,Surskit,Surskit,It moves as if skating on the surface of the water. It often fights with Dewpider over food.,"When this Pokémon senses danger, a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon.",12,3,33,,44,40,30,32,50,52,65,269,3.7,1.0,Pond Skater Pokémon,0.5,0.5,Water 1,Bug,283.png
284,284,Masquerain,Masquerain,It intimidates enemies with the eye-like patterns on its antennae. Its four wings allow it to fly in any direction.,"Its wings and antennae don’t cope well with moisture. After a rain, it faces sunward to dry off.",12,10,22,,127,70,60,62,100,82,80,454,7.9,2.0,Eyeball Pokémon,0.5,0.5,Water 1,Bug,284.png
285,285,Shroomish,Shroomish,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.","If SHROOMISH senses danger, it shakes its body and scatters spores from the top of its head. This POKéMON’s spores are so toxic, they make trees and weeds wilt.",5,,27,90,95,60,40,60,40,60,35,295,9.9,1.0,Mushroom Pokémon,0.5,0.5,Fairy,Grass,285.png
286,286,Breloom,Breloom,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.",The seeds ringing BRELOOM’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this POKéMON’s seed will cause your stomach to rumble.,5,7,27,90,101,60,130,80,60,60,70,460,86.4,3.0,Mushroom Pokémon,0.5,0.5,Fairy,Grass,286.png
287,287,Slakoth,Slakoth,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.","SLAKOTH’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this POKéMON in motion.",1,,54,,,60,60,60,35,35,30,280,52.9,2.0,Slacker Pokémon,0.5,0.5,Field,,287.png
288,288,Vigoroth,Vigoroth,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,"VIGOROTH is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this POKéMON to run wild throughout the jungle before it can settle down.",1,,72,,,80,80,80,55,55,90,440,102.5,4.0,Wild Monkey Pokémon,0.5,0.5,Field,,288.png
289,289,Slaking,Slaking,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.","Wherever SLAKING live, rings of over a yard in diameter appear in grassy fields. They are made by the POKéMON as it eats all the grass within reach while lying prone on the ground.",1,,54,,,150,160,100,95,65,100,670,287.7,6.0,Lazy Pokémon,0.5,0.5,Field,,289.png
290,290,Nincada,Nincada,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,NINCADA lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This POKéMON can’t withstand bright sunlight so avoids it.,12,9,14,,50,31,45,90,30,30,40,266,12.1,1.0,Trainee Pokémon,0.5,0.5,Bug,,290.png
291,291,Ninjask,Ninjask,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.","If NINJASK is not trained properly, it will refuse to obey the TRAINER and cry loudly continuously. Because of this quality, this POKéMON is said to be one that puts the TRAINER’s abilities to the test.",12,10,3,,151,61,90,45,50,50,160,456,26.5,2.0,Ninja Pokémon,0.5,0.5,Bug,,291.png
292,292,Shedinja,Shedinja,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",SHEDINJA is a peculiar POKéMON. It seems to appear unsought in a POKé BALL after a NINCADA evolves. This bizarre POKéMON is entirely immobile - it doesn’t even breathe.,12,14,25,,25,1,90,45,30,30,40,236,2.6,2.0,Shed Pokémon,,,Mineral,,292.png
293,293,Whismur,Whismur,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.","WHISMUR is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the POKéMON goes to sleep, all tired out.",1,,43,,155,64,51,23,51,23,28,240,35.9,2.0,Whisper Pokémon,0.5,0.5,Monster,Field,293.png
294,294,Loudred,Loudred,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,"LOUDRED shouts while stamping its feet. After it finishes shouting, this POKéMON becomes incapable of hearing anything for a while. This is considered to be a weak point.",1,,43,,113,84,71,43,71,43,48,360,89.3,3.0,Big Voice Pokémon,0.5,0.5,Monster,Field,294.png
295,295,Exploud,Exploud,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",EXPLOUD communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This POKéMON only raises its voice when it is in battle.,1,,43,,113,104,91,63,91,73,68,490,185.2,4.0,Loud Noise Pokémon,0.5,0.5,Monster,Field,295.png
296,296,Makuhita,Makuhita,"It was originally brought in from another region, but now Makuhita from Alola are more famous.","Their daily routine consists of training together first thing in the morning, eating and napping in the afternoon, and then more training afterward.",7,,47,62,125,72,60,30,20,30,25,237,190.5,3.0,Guts Pokémon,0.5,0.5,Human-Like,,296.png
297,297,Hariyama,Hariyama,"It is known for its fantastic strength, but as it grows older, it focuses more on training Makuhita.",They love to compare their freakish strength— strength enough to send a truck flying with a single slap.,7,,47,62,125,144,120,60,40,60,50,474,559.5,7.0,Arm Thrust Pokémon,0.5,0.5,Human-Like,,297.png
298,298,Azurill,Azurill,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.","AZURILL’s tail is large and bouncy. It is packed full of the nutrients this POKéMON needs to grow. AZURILL can be seen bouncing and playing on its big, rubbery tail.",1,18,47,37,157,50,20,40,20,40,20,190,4.4,0.0,Polka Dot Pokémon,0.25,0.75,Undiscovered,,298.png
299,299,Nosepass,Nosepass,"The magnet in Nosepass’s nose provides an unerring compass, making it an excellent partner for Trainers going on a journey.","It uses powerful magnetism to drag its prey toward it. It’s also been known to pull in metal, which it collects and uses to protect itself.",13,,5,42,159,30,45,135,45,90,30,375,213.8,3.0,Compass Pokémon,0.5,0.5,Mineral,,299.png
